Allergy_Free_Text_Description	Mention	Use Count	DECISION	Comment	RxNorm_CUI	RxNorm_Name	RxNorm_Semantic_Group_Abbreviation	RxNorm_Semantic_Group_Name	NDFRT_Code	NDFRT_Full_Name	NDFRT_Semantic_Group_Abbreviation	NDFRT_Semantic_Group_Name	UNII_Code	UNII_Display_Name
spectrazol	spectrazol	1	Map	Easily confused with spectazole	2194	Cefuroxime	CHEM	Chemicals & Drugs	N0000007881	Cefuroxime [Chemical/Ingredient]	CHEM	Chemicals & Drugs	O1R9FJ93ED	CEFUROXIME
spices	spices	2	Text annotation only	Close match										
spicy food	spicy food	1	Text annotation only	Close match										
spinach	spinach	1	Map	Close map	901317	spinach allergenic extract	CHEM	Chemicals & Drugs					6WO75C6WVB	SPINACH
Spinach, kernels	kernels	1	Do not map	Meaning of kernels unclear										
Spinach, kernels	Spinach	1	Map	Close map	901317	spinach allergenic extract	CHEM	Chemicals & Drugs					6WO75C6WVB	SPINACH
sporanox	sporanox	1	Map		28031	Itraconazole	CHEM	Chemicals & Drugs	N0000006753	Itraconazole [Chemical/Ingredient]	CHEM	Chemicals & Drugs	304NUG5GF4	ITRACONAZOLE
sporonox	sporonox	1	Map		28031	Itraconazole	CHEM	Chemicals & Drugs	N0000006753	Itraconazole [Chemical/Ingredient]	CHEM	Chemicals & Drugs	304NUG5GF4	ITRACONAZOLE
spray adhesive	spray adhesive	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
squash	squash	1	Map	Close map	975509	squash allergenic extract	CHEM	Chemicals & Drugs					9961HBA483	WINTER SQUASH
STADOL	STADOL	1	Map		1841	Butorphanol	CHEM	Chemicals & Drugs	N0000005711	Butorphanol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2L7I72RUHN	BUTORPHANOL TARTRATE
staphicillin	staphicillin	1	Map		267073	Methicillin Sodium	CHEM	Chemicals & Drugs	N0000007337	Methicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	AO9YF4MN30	METHICILLIN SODIUM
staples	staples	2	Map	Close match					N0000008237	Metals [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
statin	statin	1	Map						N0000175589	HMG-CoA Reductase Inhibitor [EPC]	CHEM	Chemicals & Drugs		
statins	statins	18	Map						N0000175589	HMG-CoA Reductase Inhibitor [EPC]	CHEM	Chemicals & Drugs		
stawberies	stawberies	1	Map	Close map	892484	strawberry allergenic extract	CHEM	Chemicals & Drugs					4J2TY8Y81V	STRAWBERRY
stellazine	stellazine	1	Map		10800	Trifluoperazine	CHEM	Chemicals & Drugs	N0000006112	Trifluoperazine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	214IZI85K3	TRIFLUOPERAZINE
Steri Strips	Steri Strips	9	Text annotation only											
Sterile stip/Adhesive	Adhesive	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
Sterile stip/Adhesive	Sterile stip	1	Text annotation only											
sterile strip/adhesive	adhesive	2	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
sterile strip/adhesive	sterile strip	2	Text annotation only											
steriod ii	steriod ii	1	Map						N0000175576	Corticosteroid [EPC]	CHEM	Chemicals & Drugs		
Steri-strip	Steri-strip	1	Text annotation only											
steristrips	steristrips	6	Text annotation only											
steri-strips	steri-strips	3	Text annotation only											
steri-strips/adhesive tape	adhesive tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
steri-strips/adhesive tape	steri-strips	1	Text annotation only											
steroid	steroid	4	Map						N0000175576	Corticosteroid [EPC]	CHEM	Chemicals & Drugs		
steroid cream	steroid cream	1	Map						N0000175576	Corticosteroid [EPC]	CHEM	Chemicals & Drugs		
steroid eye drops	steroid eye drops	1	Map						N0000175576	Corticosteroid [EPC]	CHEM	Chemicals & Drugs		
steroids	steroids	22	Map						N0000175576	Corticosteroid [EPC]	CHEM	Chemicals & Drugs		
sterri strips	sterri strips	1	Text annotation only											
Stimulants	Stimulants	1	Map	Suggest adding text annotation					N0000029152	[CN800] CNS STIMULANTS	CHEM	Chemicals & Drugs		
straptomycin	straptomycin	1	Map		10109	Streptomycin	CHEM	Chemicals & Drugs	N0000005890	Streptomycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Y45QSO73OB	STREPTOMYCIN
STRAWBERRIES	STRAWBERRIES	16	Map	Close map	892484	strawberry allergenic extract	CHEM	Chemicals & Drugs					4J2TY8Y81V	STRAWBERRY
strawberry	strawberry	8	Map	Close map	892484	strawberry allergenic extract	CHEM	Chemicals & Drugs					4J2TY8Y81V	STRAWBERRY
Strawberry preserves	Strawberry preserves	1	Map	Close map	892484	strawberry allergenic extract	CHEM	Chemicals & Drugs					4J2TY8Y81V	STRAWBERRY
Strawberry, Raspberry	Raspberry	1	Map	Close map	1370769	raspberry extract	OBJC	Objects					4N14V5R27W	RASPBERRY
Strawberry, Raspberry	Strawberry	1	Map	Close map	892484	strawberry allergenic extract	CHEM	Chemicals & Drugs					4J2TY8Y81V	STRAWBERRY
streptokinase	streptokinase	1	Map		10106	Streptokinase	CHEM	Chemicals & Drugs	N0000005882	Streptokinase [Chemical/Ingredient]	CHEM	Chemicals & Drugs	8X1OXL3SNU	STREPTOKINASE
streptomycin	streptomycin	1	Map		10109	Streptomycin	CHEM	Chemicals & Drugs	N0000005890	Streptomycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Y45QSO73OB	STREPTOMYCIN
String beans	String beans	1	Map	Suggest adding text annotation	1370773	Bean extract	CHEM	Chemicals & Drugs					8WB9PV3YW5	BEAN
succinylcholine	succinylcholine	1	Map		10154	Succinylcholine	CHEM	Chemicals & Drugs	N0000006153	Succinylcholine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	J2R869A8YF	SUCCINYLCHOLINE
suciicholine	suciicholine	1	Map		10154	Succinylcholine	CHEM	Chemicals & Drugs	N0000006153	Succinylcholine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	J2R869A8YF	SUCCINYLCHOLINE
sudafed	sudafed	5	Map		8896	Pseudoephedrine	CHEM	Chemicals & Drugs	N0000178581	Pseudoephedrine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6V9V2RYJ8N	PSEUDOEPHEDRINE HYDROCHLORIDE
sugar	sugar	5	Map		10159	Sucrose	CHEM	Chemicals & Drugs	N0000006170	Sucrose [Chemical/Ingredient]	CHEM	Chemicals & Drugs	C151H8M554	SUCROSE
sugar ?	sugar ?	1	Map		10159	Sucrose	CHEM	Chemicals & Drugs	N0000006170	Sucrose [Chemical/Ingredient]	CHEM	Chemicals & Drugs	C151H8M554	SUCROSE
sulfa	sulfa	625	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa allergy	sulfa allergy	2	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa and feather / feather products	feather	1	Map						N0000185011	Feathers [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa and feather / feather products	feather products	1	Map						N0000185011	Feathers [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa and feather / feather products	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa and penicillin	penicillin	1	Map		70618	Penicillin	CHEM	Chemicals & Drugs	N0000179370	Penicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa and penicillin	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa based antibiotics	sulfa based antibiotics	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa based drugs	sulfa based drugs	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa drugs	sulfa drugs	28	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Sulfa, Amoxicillin	Amoxicillin	1	Map		723	Amoxicillin	CHEM	Chemicals & Drugs	N0000005840	Amoxicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	804826J2HU	AMOXICILLIN
Sulfa, Amoxicillin	Sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Sulfa, Bactrim	Bactrim	1	Map		10831	Sulfamethoxazole / Trimethoprim	CHEM	Chemicals & Drugs	N0000167190	Trimethoprim, Sulfamethoxazole Drug Combination [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Sulfa, Bactrim	Sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Sulfa, Bactrim, resistant to Cipro	Bactrim	1	Map		10831	Sulfamethoxazole / Trimethoprim	CHEM	Chemicals & Drugs	N0000167190	Trimethoprim, Sulfamethoxazole Drug Combination [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Sulfa, Bactrim, resistant to Cipro	resistant to Cipro	1	Text annotation only	Not an allergy										
Sulfa, Bactrim, resistant to Cipro	Sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa, benadryl, ampicillin, iodine	ampicillin	1	Map		733	Ampicillin	CHEM	Chemicals & Drugs	N0000005873	Ampicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	7C782967RD	AMPICILLIN
sulfa, benadryl, ampicillin, iodine	benadryl	1	Map		1362	Diphenhydramine Hydrochloride	CHEM	Chemicals & Drugs	N0000006794	Diphenhydramine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	TC2D6JAD40	DIPHENHYDRAMINE HYDROCHLORIDE
sulfa, benadryl, ampicillin, iodine	iodine	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
sulfa, benadryl, ampicillin, iodine	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Sulfa, Caffeine	Caffeine	1	Map		1886	Caffeine	CHEM	Chemicals & Drugs	N0000006506	Caffeine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3G6A5W338E	CAFFEINE
Sulfa, Caffeine	Sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa, codeine, augmentink erythromycin, keflex	augmentink	1	Map		19711	Amoxicillin / Clavulanate	CHEM	Chemicals & Drugs	N0000020359	AMOXICILLIN/CLAVULANATE	CHEM	Chemicals & Drugs		
sulfa, codeine, augmentink erythromycin, keflex	codeine	1	Map		2670	Codeine	CHEM	Chemicals & Drugs	N0000006691	Codeine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Q830PW7520	CODEINE
sulfa, codeine, augmentink erythromycin, keflex	erythromycin	1	Map		4053	Erythromycin	CHEM	Chemicals & Drugs	N0000007133	Erythromycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	63937KV33D	ERYTHROMYCIN
sulfa, codeine, augmentink erythromycin, keflex	keflex	1	Map		2231	Cephalexin	CHEM	Chemicals & Drugs	N0000006717	Cephalexin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	OBN7UDS42Y	CEPHALEXIN
sulfa, codeine, augmentink erythromycin, keflex	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa, comparzine	comparzine	1	Map		8704	Prochlorperazine	CHEM	Chemicals & Drugs	N0000005824	Prochlorperazine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	YHP6YLT61T	PROCHLORPERAZINE
sulfa, comparzine	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa, erythromicin, demerol, phenergan	demerol	1	Map		6754	Meperidine	CHEM	Chemicals & Drugs	N0000006387	Meperidine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	N8E7F7Q170	MEPERIDINE HYDROCHLORIDE
sulfa, erythromicin, demerol, phenergan	erythromicin	1	Map		4053	Erythromycin	CHEM	Chemicals & Drugs	N0000007133	Erythromycin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	63937KV33D	ERYTHROMYCIN
sulfa, erythromicin, demerol, phenergan	phenergan	1	Map		8745	Promethazine	CHEM	Chemicals & Drugs	N0000006007	Promethazine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	R61ZEH7I1I	PROMETHAZINE HYDROCHLORIDE
sulfa, erythromicin, demerol, phenergan	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa, latex sensitive, codiene	codiene	1	Map		2670	Codeine	CHEM	Chemicals & Drugs	N0000006691	Codeine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Q830PW7520	CODEINE
sulfa, latex sensitive, codiene	latex sensitive	1	Map		1314891	Latex	CHEM	Chemicals & Drugs	N0000007394	Latex [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2LQ0UUW8IN	NATURAL LATEX RUBBER
sulfa, latex sensitive, codiene	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa, levaquin	levaquin	1	Map		82122	Levofloxacin	CHEM	Chemicals & Drugs	N0000179456	Levofloxacin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6GNT3Y5LMF	LEVOFLOXACIN
sulfa, levaquin	sulfa	1	Map						N0000008048	Sulfonamides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sulfa, PCN	PCN	2	Map		70618	Penicillin	CHEM	Chemicals & Drugs	N0000179370	Penicillin [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
tarwin	tarwin	1	Map		8001	Pentazocine	CHEM	Chemicals & Drugs	N0000005724	Pentazocine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	RP4A60D26L	PENTAZOCINE
tavist	tavist	1	Map		2578	Clemastine	CHEM	Chemicals & Drugs	N0000007134	Clemastine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	19259EGQ3D	CLEMASTINE FUMARATE
tb meds	tb meds	1	Map						N0000029084	[AM500] ANTITUBERCULARS	CHEM	Chemicals & Drugs		
tb skin test	tb skin test	1	Map		8948	Purified Protein Derivative of Tuberculin	CHEM	Chemicals & Drugs	N0000178967	Purified Protein Derivative of Tuberculin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	I7L8FKN87J	TUBERCULIN PURIFIED PROTEIN DERIVATIVE
tb test	tb test	1	Map		8948	Purified Protein Derivative of Tuberculin	CHEM	Chemicals & Drugs	N0000178967	Purified Protein Derivative of Tuberculin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	I7L8FKN87J	TUBERCULIN PURIFIED PROTEIN DERIVATIVE
TBHQ	TBHQ	1	Map		1362739	2-tert-butylhydroquinone	CHEM	Chemicals & Drugs	N0000023296	HYDROQUINONE,TERTIARY BUTYL	CHEM	Chemicals & Drugs	C12674942B	TERT-BUTYLHYDROQUINONE
TCN	TCN	2	Map		10395	Tetracycline	CHEM	Chemicals & Drugs	N0000006275	Tetracycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2421HMY9N6	TRICIRIBINE
TD	TD	1	Map		1007589	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000170920	Diphtheria-Tetanus Vaccine [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Td booster	Td booster	1	Map		1007589	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000170920	Diphtheria-Tetanus Vaccine [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Td booster, had high fever	Td booster, had high fever	1	Map		1007589	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000170920	Diphtheria-Tetanus Vaccine [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
TD with horse serum	TD with horse serum	1	Map	Suggest adding text annotation					N0000005562	Tetanus Antitoxin [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
tea	tea	1	Map						N0000178583	Tea [Chemical/Ingredient]	OBJC	Objects	GH42T47V24	TEA LEAF
Technitium Neutrospec	Technitium Neutrospec	1	Map	Suggest adding text annotation	1314371	Fanolesomab	CHEM	Chemicals & Drugs	N0000023058	FANOLESOMAB	CHEM	Chemicals & Drugs	67ETM2384N	FANOLESOMAB
tedral	tedral	1	Map		214542	Ephedrine / Phenobarbital / Theophylline	CHEM	Chemicals & Drugs	N0000020653	EPHEDRINE/PHENOBARBITAL/THEOPHYLLINE	CHEM	Chemicals & Drugs	YQE403BP4D	PHENOBARBITAL
tedrol?	tedrol?	1	Map		214542	Ephedrine / Phenobarbital / Theophylline	CHEM	Chemicals & Drugs	N0000020653	EPHEDRINE/PHENOBARBITAL/THEOPHYLLINE	CHEM	Chemicals & Drugs		
tegaderm	tegaderm	6	Text annotation only											
Tegaderm/Opsite	Tegaderm/Opsite	1	Text annotation only											
TEGRETOL	TEGRETOL	1	Map		2002	Carbamazepine	CHEM	Chemicals & Drugs	N0000007470	Carbamazepine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	33CM23913M	CARBAMAZEPINE
tegritol	tegritol	1	Map		2002	Carbamazepine	CHEM	Chemicals & Drugs	N0000007470	Carbamazepine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	33CM23913M	CARBAMAZEPINE
telfa pad	telfa pad	1	Text annotation only											
temazepam	temazepam	1	Map		10355	Temazepam	CHEM	Chemicals & Drugs	N0000007199	Temazepam [Chemical/Ingredient]	CHEM	Chemicals & Drugs	CHB1QD2QSS	TEMAZEPAM
Tempeh meat substitute	Tempeh meat substitute	1	Map	Suggest adding text annotation	891668	soybean allergenic extract	CHEM	Chemicals & Drugs	N0000148233	SOYBEAN	CHEM	Chemicals & Drugs	L7HT8F1ZOD	SOYBEAN
tequin	tequin	3	Map		228476	gatifloxacin	CHEM	Chemicals & Drugs	N0000004840	gatifloxacin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	L4618BD7KJ	GATIFLOXACIN
teramycin	teramycin	9	Map		7821	Oxytetracycline	CHEM	Chemicals & Drugs	N0000006441	Oxytetracycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	X20I9EN955	OXYTETRACYCLINE
TERAZOL	TERAZOL	1	Map		37806	terconazole	CHEM	Chemicals & Drugs	N0000006622	terconazole [Chemical/Ingredient]	CHEM	Chemicals & Drugs	0KJ2VE664U	TERCONAZOLE
terrazzol	terrazzol	1	Map		37806	terconazole	CHEM	Chemicals & Drugs	N0000006622	terconazole [Chemical/Ingredient]	CHEM	Chemicals & Drugs	0KJ2VE664U	TERCONAZOLE
TESTED PCN NEGATIVE	TESTED PCN NEGATIVE	1	Text annotation only	Not an allergy										
testosterone patch	testosterone patch	1	Map		10379	Testosterone	CHEM	Chemicals & Drugs	N0000006226	Testosterone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3XMK78S47O	TESTOSTERONE
TETANUS	TETANUS	17	Map		798306	tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000005564	Tetanus Toxoid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	K3W1N8YP13	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)
tetanus shot	tetanus shot	2	Map		798306	tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000005564	Tetanus Toxoid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	K3W1N8YP13	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)
tetanus vaccine	tetanus vaccine	1	Map		798306	tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000005564	Tetanus Toxoid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	K3W1N8YP13	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)
Tetanus with Pertussis	Tetanus with Pertussis	1	Map		1007589	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000170920	Diphtheria-Tetanus Vaccine [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
tetnus	tetnus	7	Map		798306	tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000005564	Tetanus Toxoid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	K3W1N8YP13	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)
tetnus antitixon	tetnus antitixon	1	Map		1727875	Tetanus immune globulin	CHEM	Chemicals & Drugs	N0000005562	Tetanus Antitoxin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	V4SWI4RF4J	HUMAN CLOSTRIDIUM TETANI TOXOID IMMUNE GLOBULIN
Tetnus Shot	Tetnus Shot	1	Map		798306	tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000005564	Tetanus Toxoid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	K3W1N8YP13	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)
tetnus toxoid	tetnus toxoid	2	Map		798306	tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000005564	Tetanus Toxoid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	K3W1N8YP13	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)
tetra	tetra	1	Map		10395	Tetracycline	CHEM	Chemicals & Drugs	N0000006275	Tetracycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	F8VB5M810T	TETRACYCLINE
tetracyclin	tetracyclin	3	Map		10395	Tetracycline	CHEM	Chemicals & Drugs	N0000006275	Tetracycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	F8VB5M810T	TETRACYCLINE
Tetracycline	Tetracycline	47	Map		10395	Tetracycline	CHEM	Chemicals & Drugs	N0000006275	Tetracycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	F8VB5M810T	TETRACYCLINE
tetracylcine	tetracylcine	1	Map		10395	Tetracycline	CHEM	Chemicals & Drugs	N0000006275	Tetracycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	F8VB5M810T	TETRACYCLINE
tetramycin	tetramycin	1	Map		10395	Tetracycline	CHEM	Chemicals & Drugs	N0000006275	Tetracycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	F8VB5M810T	TETRACYCLINE
TETRRACYCLINE	TETRRACYCLINE	2	Map		10395	Tetracycline	CHEM	Chemicals & Drugs	N0000006275	Tetracycline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	F8VB5M810T	TETRACYCLINE
TETUNUS	TETUNUS	1	Map		798306	tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000005564	Tetanus Toxoid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	K3W1N8YP13	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)
tetus	tetus	1	Map		798306	tetanus toxoid vaccine, inactivated	CHEM	Chemicals & Drugs	N0000005564	Tetanus Toxoid [Chemical/Ingredient]	CHEM	Chemicals & Drugs	K3W1N8YP13	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)
TEZ001	TEZ001	1	Do not map	Meaning unclear										
THEODUR	THEODUR	2	Map		10438	Theophylline	CHEM	Chemicals & Drugs	N0000007076	Theophylline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	C137DTR5RG	THEOPHYLLINE
Theophlin	Theophlin	1	Map		10438	Theophylline	CHEM	Chemicals & Drugs	N0000007076	Theophylline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	C137DTR5RG	THEOPHYLLINE
theophyllin	theophyllin	1	Map		10438	Theophylline	CHEM	Chemicals & Drugs	N0000007076	Theophylline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	C137DTR5RG	THEOPHYLLINE
theophylline	theophylline	1	Map		10438	Theophylline	CHEM	Chemicals & Drugs	N0000007076	Theophylline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	C137DTR5RG	THEOPHYLLINE
Theopline	Theopline	1	Map		10438	Theophylline	CHEM	Chemicals & Drugs	N0000007076	Theophylline [Chemical/Ingredient]	CHEM	Chemicals & Drugs	C137DTR5RG	THEOPHYLLINE
thermasol	thermasol	1	Map		10472	Thimerosal	CHEM	Chemicals & Drugs	N0000007179	Thimerosal [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2225PI3MOV	THIMEROSAL
Thermisol	Thermisol	1	Map		10472	Thimerosal	CHEM	Chemicals & Drugs	N0000007179	Thimerosal [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2225PI3MOV	THIMEROSAL
THIAMERSOL	THIAMERSOL	1	Map		10472	Thimerosal	CHEM	Chemicals & Drugs	N0000007179	Thimerosal [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2225PI3MOV	THIMEROSAL
thiazide diuretics	thiazide diuretics	1	Map						N0000166469	Thiazides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
Thimerisol	Thimerisol	5	Map		10472	Thimerosal	CHEM	Chemicals & Drugs	N0000007179	Thimerosal [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2225PI3MOV	THIMEROSAL
thimerosol	thimerosol	1	Map		10472	Thimerosal	CHEM	Chemicals & Drugs	N0000007179	Thimerosal [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2225PI3MOV	THIMEROSAL
thimersol	thimersol	2	Map		10472	Thimerosal	CHEM	Chemicals & Drugs	N0000007179	Thimerosal [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2225PI3MOV	THIMEROSAL
Thiophylline,Latex	Latex	1	Map		1314891	Latex	CHEM	Chemicals & Drugs	N0000007394	Latex [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2LQ0UUW8IN	NATURAL LATEX RUBBER
