Allergy_Free_Text_Description	Mention	Use Count	DECISION	Comment	RxNorm_CUI	RxNorm_Name	UMLS_CUI_2	NDFRT_Full_Name	UNII_Code	UNII_Display_Name	SNOMED_CONCEPTID	SNOMED_FSN	UMLS_CUI
trees grass mold cats dogs horses	grass	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	422304003	Family Poaceae (organism)	C0018210
trees grass mold cats dogs horses	horses	1	Map	Suggest adding text annotation			C1446536	HORSE DANDER	J81SZ18495	EQUUS CABALLUS DANDER			C1446536
trees grass mold cats dogs horses	mold	1	Map	Close map	235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
trees grass mold cats dogs horses	trees	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	412583005	Bee pollen (substance)	C0795585
trees,grass,cats,buckwheat,peanuts	buckwheat	1	Map	Close map	899394	buckwheat allergenic extract	C0939832		N0Y68724R3	BUCKWHEAT	226723006	Buckwheat - cereal (substance)	C0330394
trees,grass,cats,buckwheat,peanuts	cats	1	Map	Suggest adding text annotation			C3486461	Dander [Chemical/Ingredient]			260152009	Cat dander (substance)	C0440456
trees,grass,cats,buckwheat,peanuts	grass	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	422304003	Family Poaceae (organism)	C0018210
trees,grass,cats,buckwheat,peanuts	peanuts	1	Map		891658	peanut allergenic extract	C0949399	PEANUT	QE1QX6B99R	PEANUT	256349002	Peanut - dietary (substance)	C0949399
trees,grass,cats,buckwheat,peanuts	trees	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	412583005	Bee pollen (substance)	C0795585
tren.	tren.	1	Do not map	Meaning unclear									
trifol	trifol	1	Do not map	Meaning unclear									
trileptic	trileptic	1	Map		32624	oxcarbazepine	C0069751	oxcarbazepine [Chemical/Ingredient]	VZI5B1W380	OXCARBAZEPINE	387025007	Oxcarbazepine (substance)	C0069751
trileptol	trileptol	1	Map		32624	oxcarbazepine	C0069751	oxcarbazepine [Chemical/Ingredient]	VZI5B1W380	OXCARBAZEPINE	387025007	Oxcarbazepine (substance)	C0069751
trimethylprim	trimethylprim	1	Map		10829	Trimethoprim	C0041041	Trimethoprim [Chemical/Ingredient]	AN164J8Y0X	TRIMETHOPRIM	387179001	Trimethoprim (substance)	C0041041
TRIMETROPRIM	TRIMETROPRIM	1	Map		10829	Trimethoprim	C0041041	Trimethoprim [Chemical/Ingredient]	AN164J8Y0X	TRIMETHOPRIM	387179001	Trimethoprim (substance)	C0041041
triplan	triplan	1	Do not map	Meaning unclear									
Triple antibiotic cream	Triple antibiotic cream	1	Map		692572	Bacitracin / Neomycin / Polymyxin B	C1874413	BACITRACIN/NEOMYCIN/POLYMYXIN B					C1874413
triple antibiotic ointment	triple antibiotic ointment	2	Map		692572	Bacitracin / Neomycin / Polymyxin B	C1874413	BACITRACIN/NEOMYCIN/POLYMYXIN B					C1874413
triptan's	triptan's	1	Map				C2917411	Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]					C2917411
triptins	triptins	1	Map				C2917411	Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]					C2917411
tuna	tuna	6	Text annotation only				C0453048		V2T3IHT3E2	TUNA, UNSPECIFIED	227144008	Tuna fish (substance)	C0453048
tuna fish	tuna fish	2	Text annotation only								227144008	Tuna fish (substance)	C0453048
Turbot Mold Dust Pollen An	Dust	1	Map	Suggest adding text annotation	852519	house dust allergenic extract	C0524581	House Dust [Chemical/Ingredient]	EYO007VX98	HOUSE DUST	33008008	Dust (substance)	C0013330
Turbot Mold Dust Pollen An	Fish	1	Text annotation only				C0452961		1PIO77PW2X	FISH, UNSPECIFIED	227037002	Fish - dietary (substance)	C0452961
Turbot Mold Dust Pollen An	Mold	1	Map	Close map	235618	Mold Extract	C0981926	ALLERGENIC EXTRACT, MOLD			84489001	Mold (organism)	C0369241
Turbot Mold Dust Pollen An	Pollen	1	Map				C0795585	Pollen [Chemical/Ingredient]	3729L8MA2C	BEE POLLEN	256259004	Pollen (substance)	C0032385
turkey	turkey	9	Map	Close map	975119	turkey allergenic extract	C2348826		8E9NT44R8I	TURKEY			C2348826
TURKEY / CHICKEN	CHICKEN	1	Map	Close map	892653	chicken allergenic extract	C0008051		0X8Q245Y7B	CHICKEN	226955001	Chicken - meat (substance)	C0677521
TURKEY / CHICKEN	TURKEY	1	Map	Close map	975119	turkey allergenic extract	C2348826		8E9NT44R8I	TURKEY			C2348826
TYELNOL	TYELNOL	1	Map		161	Acetaminophen	C0000970	Acetaminophen [Chemical/Ingredient]	362O9ITL9D	ACETAMINOPHEN	387517004	Paracetamol (substance)	C0000970
tylenol	tylenol	13	Map		161	Acetaminophen	C0000970	Acetaminophen [Chemical/Ingredient]	362O9ITL9D	ACETAMINOPHEN	387517004	Paracetamol (substance)	C0000970
tylenol #3	tylenol #3	6	Map		817579	Acetaminophen / Codeine	C2351132	ACETAMINOPHEN/CODEINE					C2351132
tylenol 3	tylenol 3	1	Map		817579	Acetaminophen / Codeine	C2351132	ACETAMINOPHEN/CODEINE					C2351132
Tylenol 3 w/codiene	Tylenol 3 w/codiene	1	Map		817579	Acetaminophen / Codeine	C2351132	ACETAMINOPHEN/CODEINE					C2351132
tylenol cold and flu medication	tylenol cold and flu medication	1	Map		606096	Acetaminophen / Guaifenesin	C1873979	ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE					C1873979
Tylenol sinus	Tylenol sinus	1	Map		214186	Acetaminophen / Phenylephrine	C0717371	ACETAMINOPHEN/PHENYLEPHRINE					C0717371
Tylenol with codeine	Tylenol with codeine	1	Map		817579	Acetaminophen / Codeine	C2351132	ACETAMINOPHEN/CODEINE					C2351132
Tylenol; throat "scratchy"	Tylenol; throat "scratchy"	1	Map		161	Acetaminophen	C0000970	Acetaminophen [Chemical/Ingredient]	362O9ITL9D	ACETAMINOPHEN	387517004	Paracetamol (substance)	C0000970
typical antipsychotics	typical antipsychotics	1	Map	Suggest adding text annotation			C2917392	Typical Antipsychotic [EPC]					C2917392
tyramine	tyramine	2	Map		10958	Tyramine	C0041479	Tyramine [Chemical/Ingredient]	X8ZC7V0OX3	TYRAMINE	14092002	Tyramine (substance)	C0041479
tzv/tdf lactic acidosis	tdf	1	Map	Suggest adding text annotation	117466	Tenofovir	C1099776	Tenofovir [Chemical/Ingredient]	OTT9J7900I	TENOFOVIR DISOPROXIL FUMARATE	422091007	Tenofovir (substance)	C0384228
tzv/tdf lactic acidosis	tzv	1	Map	Suggest adding text annotation	284620	abacavir / Lamivudine / Zidovudine	C0939216	ABACAVIR/LAMIVUDINE/ZIDOVUDINE					C0939216
ultram	ultram	7	Map		10689	Tramadol	C2350089	Tramadol [Chemical/Ingredient]	9N7R477WCK	TRAMADOL HYDROCHLORIDE	386858008	Tramadol (substance)	C0040610
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	all nsaios	1	Map				C2916905	Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient]			372665008	Non-steroidal anti-inflammatory agent (substance)	C0003211
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	ambein	1	Map		39993	zolpidem	C0078839	zolpidem [Chemical/Ingredient]	7K383OQI23	ZOLPIDEM	387569009	Zolpidem (substance)	C0078839
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	ASA	1	Map		1191	Aspirin	C0004057	Aspirin [Chemical/Ingredient]	R16CO5Y76E	ASPIRIN	387458008	Aspirin (substance)	C0004057
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	codeine	1	Map		2670	Codeine	C0009214	Codeine [Chemical/Ingredient]	Q830PW7520	CODEINE	387494007	Codeine (substance)	C0009214
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	decadron	1	Map		3264	Dexamethasone	C0011777	Dexamethasone [Chemical/Ingredient]	7S5I7G3JQL	DEXAMETHASONE	372584003	Dexamethasone (substance)	C0011777
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	desipramine	1	Map		3247	Desipramine	C0011685	Desipramine [Chemical/Ingredient]	TG537D343B	DESIPRAMINE	372705002	Desipramine (substance)	C0011685
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	dexapin	1	Map		3638	Doxepin	C0013085	Doxepin [Chemical/Ingredient]	5ASJ6HUZ7D	DOXEPIN	372587005	Doxepin (substance)	C0013085
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	elavil	1	Map		704	Amitriptyline	C0700523	Amitriptyline [Chemical/Ingredient]	26LUD4JO9K	AMITRIPTYLINE HYDROCHLORIDE	372726002	Amitriptyline (substance)	C0002600
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	nerve blocks	1	Map				C3536836	Local Anesthetic [EPC]					C3536836
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	neurontion	1	Map		25480	gabapentin	C0060926	gabapentin [Chemical/Ingredient]	6CW7F3G59X	GABAPENTIN	386845007	Gabapentin (substance)	C0060926
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	pamelor	1	Map		7531	Nortriptyline	C0700459	Nortriptyline [Chemical/Ingredient]	00FN6IH15D	NORTRIPTYLINE HYDROCHLORIDE	372652004	Nortriptyline (substance)	C0028420
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	tegratol	1	Map		2002	Carbamazepine	C0006949	Carbamazepine [Chemical/Ingredient]	33CM23913M	CARBAMAZEPINE	387222003	Carbamazepine (substance)	C0006949
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	ultram	1	Map		10689	Tramadol	C2350089	Tramadol [Chemical/Ingredient]	9N7R477WCK	TRAMADOL HYDROCHLORIDE	386858008	Tramadol (substance)	C0040610
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	valium	1	Map		3322	Diazepam	C0012010	Diazepam [Chemical/Ingredient]	Q3JTX2Q7TU	DIAZEPAM	387264003	Diazepam (substance)	C0012010
ultram, nerve blocks, ASA, versed, marcaine, codeine, all nsaios, ambein, decadron,valium, desipramine, elavil, dexapin, tegratol,neurontion,pamelor	versed	1	Map		6960	Midazolam	C0700457	Midazolam [Chemical/Ingredient]	W7TTW573JJ	MIDAZOLAM HYDROCHLORIDE	373476007	Midazolam (substance)	C0026056
ultran	ultran	1	Map		10689	Tramadol	C0163558	Tramadol [Chemical/Ingredient]	LMQ31KU50K	PHENAGLYCODOL	386858008	Tramadol (substance)	C0040610
ULTRASOUND GEL	ULTRASOUND GEL	1	Map	Suggest adding text annotation			C0017243	Gel [Dose Form]					C0017243
ultrasound transmission gel	ultrasound transmission gel	1	Map	Suggest adding text annotation			C0017243	Gel [Dose Form]					C0017243
unasyn	unasyn	1	Map		1009148	Ampicillin / Sulbactam	C2930041	AMPICILLIN/SULBACTAM			710202000	Sultamicillin (substance)	C2930041
unfresh shellfish	unfresh shellfish	1	Map				C3486454	Shellfish Proteins [Chemical/Ingredient]					C3486454
urocholine	urocholine	1	Map		19257	Bethanechol	C0053526	Bethanechol [Chemical/Ingredient]	004F72P8F4	BETHANECHOL	372698003	Bethanechol (substance)	C0053526
Urokinese	Urokinese	1	Map		11055	Urokinase	C1522670	Urokinase-Type Plasminogen Activator [Chemical/Ingredient]	83G67E21XI	UROKINASE	59082006	Urokinase (substance)	C0042071
usept	usept	1	Text annotation only										
uti antibotic	uti antibotic	1	Map	Suggest adding text annotation			C1136254	[AM000] ANTIMICROBIALS			250428009	Antimicrobial substance (substance)	C1136254
VACCINES MADE W/ EGGS, but eats eggs all right	VACCINES MADE W/ EGGS, but eats eggs all right	1	Map	Broader category, Suggest using original text as annotation	1315115	egg extract	C0013710	EGG	291P45F896	EGG	102263004	Eggs (edible) (substance)	C0013710
vaginal lubricants	vaginal lubricants	1	Map				C0356770	LUBRICANT,VAGINAL			464890009	Vaginal lubricant (physical object)	C0356770
VAGISTAT	VAGISTAT	1	Map		6932	Miconazole	C0076705	Miconazole [Chemical/Ingredient]	S57Y5X1117	TIOCONAZOLE	372738006	Miconazole (substance)	C0025942
valium	valium	3	Map		3322	Diazepam	C0012010	Diazepam [Chemical/Ingredient]	Q3JTX2Q7TU	DIAZEPAM	387264003	Diazepam (substance)	C0012010
valtrax	valtrax	1	Map		73645	valacyclovir	C0249458	valacyclovir [Chemical/Ingredient]	MZ1IW7Q79D	VALACYCLOVIR	96098007	Valaciclovir (substance)	C0249458
valtrex	valtrex	1	Map		73645	valacyclovir	C0771309	valacyclovir [Chemical/Ingredient]	G447S0T1VC	VALACYCLOVIR HYDROCHLORIDE	96098007	Valaciclovir (substance)	C0249458
vancomycin	vancomycin	27	Map		11124	Vancomycin	C0042313	Vancomycin [Chemical/Ingredient]	6Q205EH1VU	VANCOMYCIN	372735009	Vancomycin (substance)	C0042313
VANCOMYCIN,TAPE	TAPE	1	Map	Suggest adding text annotation			C0982135	ELASTIC ADHESIVE			84756000	Adhesive tape, device (physical object)	C0001514
VANCOMYCIN,TAPE	VANCOMYCIN	1	Map		11124	Vancomycin	C0042313	Vancomycin [Chemical/Ingredient]	6Q205EH1VU	VANCOMYCIN	372735009	Vancomycin (substance)	C0042313
vasoconstrictors	vasoconstrictors	1	Map	Suggest adding text annotation			C4255305	Vasoconstrictor [EPC]					C4255305
vasoconstrictors-(syncope)	vasoconstrictors-(syncope)	1	Map	Suggest adding text annotation			C4255305	Vasoconstrictor [EPC]					C4255305
Vasodilators	Vasodilators	1	Map	Suggest adding text annotation			C3537240	Vasodilator [EPC]					C3537240
vasotec	vasotec	3	Map		3827	Enalapril	C0700452	Enalapril [Chemical/Ingredient]	9O25354EPJ	ENALAPRIL MALEATE	372658000	Enalapril (substance)	C0014025
veal	veal	1	Text annotation only				C0452885		0X5GW3050M	VEAL	226952003	Veal (substance)	C0452885
vegetables , fish	fish	1	Text annotation only				C0452961		1PIO77PW2X	FISH, UNSPECIFIED	227037002	Fish - dietary (substance)	C0452961
vegetables , fish	vegetables	1	Text annotation only										
veloceph	veloceph	1	Map		2239	Cephradine	C0007738	Cephradine [Chemical/Ingredient]	F1BC02I72W	CEPHRADINE	387091007	Cefradine (substance)	C0007738
verapamil	verapamil	1	Map		11170	Verapamil	C0042523	Verapamil [Chemical/Ingredient]	CJ0O37KU29	VERAPAMIL	372754009	Verapamil (substance)	C0042523
vermuth	vermuth	1	Text annotation only	Broader category, Suggest using original text as annotation									
Versed	Versed	3	Map		6960	Midazolam	C0700457	Midazolam [Chemical/Ingredient]	W7TTW573JJ	MIDAZOLAM HYDROCHLORIDE	373476007	Midazolam (substance)	C0026056
verteprofen	verteprofen	1	Map		118886	Verteporfin	C0387288	verteporfin [Chemical/Ingredient]	0X9PA28K43	VERTEPORFIN	387059006	Verteporfin (substance)	C0387288
Viagra	Viagra	1	Map		136411	sildenafil	C0724693	SILDENAFIL	BW9B0ZE037	SILDENAFIL CITRATE	372572000	Sildenafil (substance)	C0529793
Viatmin K	Viatmin K	1	Map		11258	Vitamin K	C0031862	Vitamin K [EPC]	A034SE7857	PHYTONADIONE	65183007	Vitamin K (substance)	C0042878
VICDIN	VICDIN	1	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
VICODAN	VICODAN	3	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
vicoden	vicoden	3	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
vicodin	vicodin	74	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
vicodin generic only	vicodin generic only	1	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
vicodin intolerance	vicodin intolerance	1	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
vicodin, codeine	codeine	1	Map		2670	Codeine	C0009214	Codeine [Chemical/Ingredient]	Q830PW7520	CODEINE	387494007	Codeine (substance)	C0009214
vicodin, codeine	vicodin	1	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
Vicodin, ultram, neurontin	neurontin	1	Map		25480	gabapentin	C0060926	gabapentin [Chemical/Ingredient]	6CW7F3G59X	GABAPENTIN	386845007	Gabapentin (substance)	C0060926
Vicodin, ultram, neurontin	ultram	1	Map		10689	Tramadol	C2350089	Tramadol [Chemical/Ingredient]	9N7R477WCK	TRAMADOL HYDROCHLORIDE	386858008	Tramadol (substance)	C0040610
Vicodin, ultram, neurontin	Vicodin	1	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	baclofen	1	Map		1292	Baclofen	C0004609	Baclofen [Chemical/Ingredient]	H789N3FKE8	BACLOFEN	387342009	Baclofen (substance)	C0004609
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	catpres	1	Map		2599	Clonidine	C0009014	Clonidine [Chemical/Ingredient]	MN3L5RMN02	CLONIDINE	372805007	Clonidine (substance)	C0009014
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	darvocet	1	Map		48274	Acetaminophen / Propoxyphene	C1384520	ACETAMINOPHEN/PROPOXYPHENE			350310007	Product containing dextropropoxyphene and paracetamol (medicinal product)	C1384520
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	demerol	1	Map		6754	Meperidine	C0353148	Meperidine [Chemical/Ingredient]	N8E7F7Q170	MEPERIDINE HYDROCHLORIDE	387298007	Pethidine (substance)	C0025376
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	dilaudid	1	Map		3423	Hydromorphone	C0700533	Hydromorphone [Chemical/Ingredient]	L960UP2KRW	HYDROMORPHONE HYDROCHLORIDE	44508008	Hydromorphone (substance)	C0012306
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	medrol	1	Map		6902	Methylprednisolone	C0025815	Methylprednisolone [Chemical/Ingredient]	X4W7ZR7023	METHYLPREDNISOLONE	116593003	Methylprednisolone (substance)	C0025815
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	motrin	1	Map		5640	Ibuprofen	C0020740	Ibuprofen [Chemical/Ingredient]	WK2XYI10QM	IBUPROFEN	387207008	Ibuprofen (substance)	C0020740
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	tagamet	1	Map		2541	Cimetidine	C0008783	Cimetidine [Chemical/Ingredient]	80061L1WGD	CIMETIDINE	373541007	Cimetidine (substance)	C0008783
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	tegeretol	1	Map		2002	Carbamazepine	C0006949	Carbamazepine [Chemical/Ingredient]	33CM23913M	CARBAMAZEPINE	387222003	Carbamazepine (substance)	C0006949
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	tylenol #3	1	Map		817579	Acetaminophen / Codeine	C2351132	ACETAMINOPHEN/CODEINE					C2351132
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	ultram	1	Map		10689	Tramadol	C2350089	Tramadol [Chemical/Ingredient]	9N7R477WCK	TRAMADOL HYDROCHLORIDE	386858008	Tramadol (substance)	C0040610
vicodin,medrol,tagamet,dilaudid,tegeretol,baclofen,catpres,tylenol #3,darvocet,motrin,ultram,demerol	vicodin	1	Map		214182	Acetaminophen / Hydrocodone	C0717367	ACETAMINOPHEN/HYDROCODONE					C0717367
vicryl suture	vicryl suture	3	Text annotation only	Broader category, Suggest using original text as annotation							447661000124103	Vicryl suture (physical object)	C1576039
vicryl sutures	vicryl sutures	1	Text annotation only	Broader category, Suggest using original text as annotation									
vinyl	vinyl	1	Map				C0032624	Polyvinyl Chloride [Chemical/Ingredient]	PQ2K3G3591	ETHENYL	256518006	Polyvinyl chloride dental material (substance)	C1305925
vinyl tape	vinyl tape	1	Map	Suggest adding text annotation			C0032624	Polyvinyl Chloride [Chemical/Ingredient]			35233000	Polyvinyl chloride (substance)	C0032624
Vioxx	Vioxx	11	Map		232158	rofecoxib	C0762662	rofecoxib [Chemical/Ingredient]	0QTW8Z7MCR	ROFECOXIB	387008005	Rofecoxib (substance)	C0762662
vitamin b	vitamin b	1	Map		11251	Vitamin B Complex	C0042849	VITAMIN B			103069003	Vitamin B (substance)	C0042849
vitamin b12 injections	vitamin b12 injections	1	Map		42604	Cobalamins	C0042845	Vitamin B 12 [Chemical/Ingredient]	P6YC3EG204	CYANOCOBALAMIN	304111003	Cobalamin (substance)	C0086024
vodka	vodka	1	Text annotation only	Broader category, Suggest using original text as annotation			C0001962		3K9958V90M	ALCOHOL	226064009	Vodka (substance)	C0452263
